Tweet,Hate,Fake
Hare Krishna Hare Krishna.. Krishna Krishna Hare Hare... Hare Rama Hare Ram... Ram Ram Hare Hare Ã°ÂÂÂ,0,0
"@ShridharanIyer @DrAMSinghvi hey uncle..go to Delhi and see..there is Punjab, Haryana, Uttar Pradesh, Rajasthan all there..it is not just Punjab..not all the farmers are Khalistani who have named the protest as Khalistan..go to the border once and see..twit here",1,1
"What do you think about Tablighi Jamaat..

They should also be treated for @corona",1,1
"This China also does not understand anything. There is a stir in everything. And now when the corona virus is called the Chinese virus, they start laughing.

Yes brother, I also did not believe that any of your things would last so long. Now stop it.",0,0
"@TheSamirAbbas Don't run an agenda for Tabligi Jamaatis.

If we get Coronavirus, we will not hide, we will go to the hospital ourselves

We don't go to form Jamaatis on tourist visa

Spit, Moot, Goo, Patthar

#ban_tabligi_Jamaat
#Arrest_mohammad_saad
#Jaheel_Jama",1,1
"I don't know who he is but my mentality is clear that he should make Esh Bhai and me also aware of ourselves 
#HindusUnderAttack https://t.co/bQrkIxhxpI",0,0
"@Milan_reports They did not know that corona can also happen in Sahib's house... They forgot to sanitize before fucking...
Corona did not happen due to showing the news of Jamaat..",1,1
"@sudhirchaudhary These are totally ignorant people, they don't have the ability to understand. How much harm can be caused by Corona virus. Have these people forgotten the Tablighi Jamaat of Delhi. +The Jamaatis have the biggest hand in spreading this case.",1,1
"@narendramodi Modi ji, even if I have to sacrifice my life for you, I will not step back. Today, India is giving a befitting reply to China, it is only because of you. Don't be angry. Had Rahul Gandhi (Pappu) been the prime minister, crores of people would have died today.",1,1
"Oh, propaganda stinking",1,0
"@I_M_Shreya ## In response to this, Aamir Khan should make a film on Tablighi Jamaat and Corona. If he has the courage.",1,1
- Â·chuslamis t propaganda.,1,0
He wears a coat and pants worth 8 lakhs...and you are Kanglo...he will give him 1 lakh rupees...he is your father...,1,0
"#Corona what did Ravish Kumar tell, why are the Tablighi Jamaat not questioned? What logic have you used? @ravishndtv @nagotrk @DailyExcelsior1 @IndianExpress @TOIIndiaNews",1,1
"???Jyotirao Phule, the murky British stooge !!!  #Hinduism #blasphemy #Antihindu #Hindusunderattack #Jyotiraophule #Savitribaiphule ??? https://t.co/eOrALqIUse",0,0
"@Adojha08 @YashYadavcr7 @kaurprabh96 @ReallySwara Sutiye Bhakat farming is a state subject, BJP is in government in 18 states, first implement it and give benefits to the farmers there. Don't give benefits to Punjab. When the stats will be seen, the farmers of Punjab will themselves be surprised.",1,0
"Dear please, don't do it so much that people consider Muslims more responsible than China in spreading corona virus. A humble request, keep the country united. Give full punishment to the criminals.",0,0
"Now the CM of Himachal Pradesh is also saying that Corona is spreading because of the people of Sara Thikra Jamaat, what was happening at their border when those people came, how did they reach, how many lies are the people of Markaz spreading...",1,1
"The central government has got the pet of these Muslims, they will not do anything.<br>The country will demand such reports, just free gas, electricity like this will have to be given.<br>Free congratulations to Delhiites. It will be like this for us Bengal girls too.",0,0
"Made India a digital India and spread the matter of religion in the thoughts of people...wow Modi ji, what a scene is it Ã°ÂÂÂÃ°ÂÂÂ",1,0
"@chitraaum Yes Chitra ji you are right, corona spreads only from Tablighi Jamaat.. Right. 
It will not spread from the crowd that gathered there to give the starcast.. what are you saying?",1,1
The land of Udd on the pit was described as flat Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,1,0
@sudhirguitar Amit Shah is scared of the Khalistanis. He could not even clear Shaheen Bagh. He demanded the farmers to take back the law. The coward Modi,1,0
"@Santosh54299617 @satnam81556668 @AmitShah @JPNadda All this news is fake and manipulation, this is just protest for the farmers' laws, there is no religion or communalism involved, this is all a conspiracy to defame them, who is this, this is hopeful name too",1,0
Ky bkwas h Ã°ÂÂ¥Â2,0,0
Now this was left to be seen Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡Ã°ÂÂÂ¡,0,0
"@AMISHDEVGAN These are your alcoholic community members 
Corona will not spread from them",0,0
"@SwetaSinghAT Aunty ji, I have lost my 2000 rupee note, please find it with the nano GPS chip",0,1
"@BabitaPhogat Didi, there is a lockdown going on in the country.
It seems you have forgotten.

Ohhh now I understand

You must have also visited the Jamaat, that is why you are speaking like this to spread Corona.
This is a lie for the country Didi.",1,1
"Brother, see if these people don't get the bomb tomorrow. Someone or the other will have to take care of the safety of the passengers, everyone donate a rupee for me, I will buy my own superwoman dress and reach the train, then tie me to the train's engine, whichever train comes due to cylinder bomb or bail, I will save it. Nobody saved the life of the poor cylinder, you damned people, some householder's stove gets burnt for a month with this cylinder. Does anyone take revenge for the expensive cylinder like this, you will have to be put in jail. Long live our president and prime minister",0,0
"@AadeshRawal And yes, he brings fake farmers on Zee channel only.. and then he defames the farmers protest by taking the IVs of those fake farmers",1,1
"Whatever you are saying, I will show it by doing it, Jai Shree RamÃ°ÂÂÂÃ°ÂÂÂ»",1,0
"Muslim girl, we do not need to beat you, you will happily leave Islam as per your wish when you will know well what is Islam, Jai Shree Ram Ã°ÂÂÂ",1,0
Shaheen Bagh in Delhi...CAA protests...Delhi riots were also given by these people to Delhi...they will create unrest wherever they go...,1,0
Satan is a fool who has nothing like this Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£ is for the Muslims of this country to talk to the ignorantÃ°ÂÂÂ,1,0
"You bastard, I saw today's most useless video, now I feel like breaking my mobile",1,0
"When Tablighi Jamaat and Nizamuddin are closed, Madrasas are closed, still Corona is increasing, will the country's cruel administration answer?",1,1
"@aajtak @AishPaliwal Earlier you said, was the farmer protest going on properly? Instead of farmers, they brought the Khalistan people and after 26 January, everyone was sent home safely. The news reporter was killed, the police was also killed.",0,0
I am joking Ã°ÂÂÂÃ°ÂÂÂ hkiki jhav,0,0
"@_sayema ​​Shaheen Bagh was the biggest injustice, #fakefarmersprotest is the biggest injustice. Kashmir killings are the biggest injustice. Now you will celebrate all these and what else do we expect from you?",1,1
Doob mar jaoi hai he Ã°ÂÂÂ¢ cheese me hindu muslim,1,0
"@RajatSharmaLive Dalla, where are you, Dalla, will corona not spread from the crowd that is there in Mumbai today? Nothing will happen by getting into the ass of the Dalla table Jamaat",1,1
If he does something about China now.... Congress: Or is he doing this to mask the spread of corona virus,0,1
@SoulfulBharti where are you not talking about modiji w.r.t. #FakeFarmersProtest ????????,1,1
"The PM should do something, it is wrong to remain silent like this.",0,0
@anjanaomkashyap @geeta_phogat @geeta_phogat @anjanaomkashyap brother Geeta Phogat the whole world considers #China responsible for the corona virus and Geeta Phogat Jamati... #You lack a little knowledge.,0,1
"@Manasi71 Now the virus has troubled the whole world. When these countries become free from this corona virus, then the whole world will have to stop China and WHO. America will stop the funding.",0,0
"hindenburg anti India 
rahul gandhi congressi anti india

Adani ji, I see a spark of respect in you, have the courage, there is a lot of strength in speaking the truth

and I want to see a good future in the country more than the anger of fraud

@gautam_adani",1,0
This work will definitely be done by some RCB fan Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,1,0
"@digvijaya_28 In UP the rate of sugarcane is 350 per quintal, in Rajasthan it is 255 and in Maharashtra it is 285 per quintal, then why are the farmers not protesting there, this protest should be against your state government, why do fake farmers get higher rates",1,1
Very sadÃ°ÂÂÂ¢,0,0
"Dr. Shafiqur Rahman @Drsr_Official, Ameer (President) of Bangladesh Jamaat-e-Islami, is #corona positive. May Allah #cure him. https://t.co/rPMyN78YB3 https://t.co/mwM2tmYace",1,1
@sambitswaraj Humsafar !! We Nawaz !! Thank you for your heart !! Big brother China !! Today Pakistan is losing its breath due to Corona virus !! When will big brother China come to an end !! It seems like what to say !! Baba ji is like that,1,0
Dukhad ð¢,0,1
Whose brain are you ruining... These are the people who till today don't know the difference between cow dung and grain...,1,0
"https://t.co/MIpaCGlOXS 

Modi, Annamalai diverts Adani Hindenburg issue by Prabhakaran, Nedumaran | Kantharaj on Prabakaran

#kantharaj #prabhakaran #tamilkural #adani #modi #hindenburg #hindenburgreport #annamalai #hindenburgresearch #pazhanedumaran #lmurugan https://t.co/W2mpZVcY8k",1,1
"@Param180108 @AshrafFem nothing will happen .. a call will come from Sultan of KSA MBS, the government will be released immediately !!!!!
Bukraati is happening !!!!!!!!!
Corona was not under control .. so it was spread on the Jamaat .. Everyone got entangled in it .. now the government can give this for free",1,1
It is possible that the meat too may have been poisoned. They killed a pregnant young elephant by feeding her firecrackers! These are not humans but demons. Demonic! Hatred against even animals. What a shame!,1,1
"@iamsrk All the people around me who were boycotting came after watching Pathan and they also liked the movie, they will go to see them &amp; Jawan too..
#Pathaan's magic has worked shah 
#AskSRK",1,0
"Sarif ji! Just the name won't do.. You made Pakistan poor.. People are suffering from hunger and inflation.. Whatever thousands of crores you took from the country and became rich, use that money to satisfy the hunger of the people.. Also, seize Dawood's 2nd largest money and put it in the country.. You can save yourself..",1,1
